5.000000000000000104e-03 1.130188374469376089e-01
1.499999999999999944e-02 1.187038896323972526e-01
2.500000000000000139e-02 1.572545277152720411e-01
3.500000000000000333e-02 2.134537350563307234e-01
4.499999999999999833e-02 2.997047675082147866e-01
5.500000000000000028e-02 4.296587517087769315e-01
6.500000000000000222e-02 5.850106708437797787e-01
7.500000000000001110e-02 7.565405061385743757e-01
8.499999999999999223e-02 9.282113075346083431e-01
9.500000000000000111e-02 1.057590467841579063e+00
1.050000000000000100e-01 1.138157065744198615e+00
1.149999999999999911e-01 1.162213118311882010e+00
1.250000000000000000e-01 1.150926087217529536e+00
1.350000000000000089e-01 1.117084277216148669e+00
1.450000000000000178e-01 1.081446304700154348e+00
1.549999999999999989e-01 1.044897137176684643e+00
1.650000000000000078e-01 1.018653217349224427e+00
1.749999999999999889e-01 1.006095253321279914e+00
1.849999999999999978e-01 9.980964360418257408e-01
1.950000000000000067e-01 9.974504277916695916e-01
2.050000000000000155e-01 9.988074947186231789e-01
2.149999999999999967e-01 1.004301890714619283e+00
2.250000000000000056e-01 1.006366365966234522e+00
2.349999999999999867e-01 1.008700833515224105e+00
2.449999999999999956e-01 1.009494179948595693e+00
2.550000000000000044e-01 1.006361352417507460e+00
2.650000000000000133e-01 1.005819830845406937e+00
2.750000000000000222e-01 1.005843730457881557e+00
2.850000000000000311e-01 1.002842878922017622e+00
2.949999999999999845e-01 1.001547989068108047e+00
3.049999999999999933e-01 1.000607193624694080e+00
3.150000000000000022e-01 1.000052049225434780e+00
3.250000000000000111e-01 9.995922669955470408e-01
3.350000000000000200e-01 9.997236365466177777e-01
3.450000000000000289e-01 1.000971675509987335e+00
3.549999999999999822e-01 1.001263600007557875e+00
3.649999999999999911e-01 1.000407693316118340e+00
3.750000000000000000e-01 9.999702800913927714e-01
3.850000000000000089e-01 1.000897554891482910e+00
3.950000000000000178e-01 1.000669380497613004e+00
4.050000000000000266e-01 1.000683694369128185e+00
4.150000000000000355e-01 9.997470691013276012e-01
4.249999999999999889e-01 1.000186411409600185e+00
4.349999999999999978e-01 9.997881383838015390e-01
4.450000000000000067e-01 9.997958223323186733e-01
4.550000000000000155e-01 9.999286803553881775e-01
4.650000000000000244e-01 1.000089491382959217e+00
4.749999999999999778e-01 9.998012616662736995e-01
4.849999999999999867e-01 9.996453656747343874e-01
4.949999999999999956e-01 9.999503948225534344e-01
5.050000000000000044e-01 9.999290051139164692e-01
5.150000000000000133e-01 9.997904103689168043e-01
5.250000000000000222e-01 1.000304368048709591e+00
5.350000000000000311e-01 9.998866605930281093e-01
5.450000000000000400e-01 9.998299045632961235e-01
5.550000000000000488e-01 9.999065047888097135e-01
5.650000000000000577e-01 9.997726837197931093e-01
5.749999999999999556e-01 9.998415621537117826e-01
5.849999999999999645e-01 9.992587931245859867e-01
5.949999999999999734e-01 9.999763355589301739e-01
6.049999999999999822e-01 9.990476242482144720e-01
6.149999999999999911e-01 1.000089059012155612e+00
6.250000000000000000e-01 9.996422577177049851e-01
6.350000000000000089e-01 1.000143621099849556e+00
6.450000000000000178e-01 1.000116484860029242e+00
6.550000000000000266e-01 9.998809536632478068e-01
6.650000000000000355e-01 1.000050720908307378e+00
6.750000000000000444e-01 1.000020643026485079e+00
6.850000000000000533e-01 9.999328884967333408e-01
6.950000000000000622e-01 9.999252448882123279e-01
7.050000000000000711e-01 9.999632925122072802e-01
7.149999999999999689e-01 9.999516390360831952e-01
7.249999999999999778e-01 9.998455184889016856e-01
7.349999999999999867e-01 1.000066836073313148e+00
7.449999999999999956e-01 1.000361844631815433e+00
7.550000000000000044e-01 1.000138302830555048e+00
7.650000000000000133e-01 9.996102995787109480e-01
7.750000000000000222e-01 9.998043670203946576e-01
7.850000000000000311e-01 9.995502235267300639e-01
7.950000000000000400e-01 1.000104606050084666e+00
8.050000000000000488e-01 9.996569970946691530e-01
8.150000000000000577e-01 9.999586556261470527e-01
8.250000000000000666e-01 9.997926497787829048e-01
8.349999999999999645e-01 9.998569835247460569e-01
8.449999999999999734e-01 9.999440757189690387e-01
8.549999999999999822e-01 1.000034757073176461e+00
8.649999999999999911e-01 1.000038329881560939e+00
8.750000000000000000e-01 1.000054428646634408e+00
8.850000000000000089e-01 1.000052906317896895e+00
8.950000000000000178e-01 9.997221068972583780e-01
9.050000000000000266e-01 9.998716476408685550e-01
9.150000000000000355e-01 9.996344477132249606e-01
9.250000000000000444e-01 9.998748238083817741e-01
9.350000000000000533e-01 9.999148844913632317e-01
9.450000000000000622e-01 9.999410893975347880e-01
9.550000000000000711e-01 9.999972427510745998e-01
9.649999999999999689e-01 9.998713092295422600e-01
9.749999999999999778e-01 9.999424514429917643e-01
9.849999999999999867e-01 9.999838510272427428e-01
9.949999999999999956e-01 9.998517934928560225e-01
1.004999999999999893e+00 1.000055284141268208e+00
1.015000000000000124e+00 1.000045645541910444e+00
1.024999999999999911e+00 9.997337909418266833e-01
1.035000000000000142e+00 1.000005087783441438e+00
1.044999999999999929e+00 1.000026955500671777e+00
1.055000000000000160e+00 1.000149548756301909e+00
1.064999999999999947e+00 9.996268764230662462e-01
1.075000000000000178e+00 1.000060870234174670e+00
1.084999999999999964e+00 9.998722719662137548e-01
1.095000000000000195e+00 9.997471966779629682e-01
