4.999999888241291046e-03 3.529660053645646833e-01
1.499999966472387314e-02 3.751930314760801299e-01
2.499999850988388062e-02 4.114421879959416217e-01
3.500000014901161194e-02 4.566074359032744612e-01
4.500000178813934326e-02 5.225907271919030261e-01
5.499999970197677612e-02 5.977140185149375506e-01
6.499999761581420898e-02 6.819788977538753239e-01
7.500000298023223877e-02 7.657287344752273794e-01
8.500000089406967163e-02 8.446015918415415991e-01
9.499999880790710449e-02 9.131467436016241779e-01
1.050000041723251343e-01 9.616317849372836291e-01
1.149999946355819702e-01 9.963240687340068069e-01
1.250000000000000000e-01 1.014936913341313973e+00
1.349999904632568359e-01 1.022199262817075072e+00
1.450000107288360596e-01 1.022276494612768927e+00
1.550000011920928955e-01 1.018143381435531403e+00
1.649999916553497314e-01 1.012283984111863377e+00
1.750000119209289551e-01 1.006865823746460720e+00
1.850000023841857910e-01 1.002563060231324021e+00
1.949999928474426270e-01 9.997743447447434706e-01
2.049999982118606567e-01 9.987036924853154307e-01
2.150000035762786865e-01 9.981857805323369748e-01
2.249999940395355225e-01 9.974973718558073355e-01
2.349999994039535522e-01 9.983383291739843513e-01
2.450000047683715820e-01 9.992306799266437167e-01
2.549999952316284180e-01 9.998937929755822296e-01
2.649999856948852539e-01 9.999460171759667615e-01
2.750000059604644775e-01 1.000355130557991634e+00
2.849999964237213135e-01 1.000182797709564531e+00
2.950000166893005371e-01 9.999735182694667879e-01
3.050000071525573730e-01 1.000407047218115464e+00
3.149999976158142090e-01 9.999620557185960878e-01
3.249999880790710449e-01 1.000381063627227451e+00
3.350000083446502686e-01 1.000212865110128746e+00
3.449999988079071045e-01 1.000405729587439785e+00
3.550000190734863281e-01 1.000310174493921123e+00
3.650000095367431641e-01 9.999676730654784018e-01
3.750000000000000000e-01 1.000027250731782891e+00
3.849999904632568359e-01 1.000092671908440867e+00
3.949999809265136719e-01 9.998719187011204657e-01
4.050000011920928955e-01 1.000154178577383091e+00
4.149999916553497314e-01 1.000134433004260970e+00
4.250000119209289551e-01 1.000343836762994210e+00
4.350000023841857910e-01 9.999525593392883938e-01
4.449999928474426270e-01 1.000400277651448677e+00
4.549999833106994629e-01 1.000101095989391675e+00
4.650000035762786865e-01 1.000155838594278368e+00
4.749999940395355225e-01 9.999460538165667600e-01
4.850000143051147461e-01 1.000261960295808050e+00
4.950000047683715820e-01 1.000186625479823288e+00
5.049999952316284180e-01 1.000264651222652290e+00
5.149999856948852539e-01 1.000068494066773672e+00
5.249999761581420898e-01 1.000024645587449301e+00
5.349999666213989258e-01 1.000340696160066489e+00
5.450000166893005371e-01 1.000038250143820973e+00
5.550000071525573730e-01 1.000006799537542346e+00
5.649999976158142090e-01 1.000063080579551178e+00
5.749999880790710449e-01 1.000052987861330900e+00
5.849999785423278809e-01 1.000227032035212682e+00
5.950000286102294922e-01 1.000130334610975558e+00
6.050000190734863281e-01 1.000134150569858660e+00
6.150000095367431641e-01 1.000309902444489252e+00
6.250000000000000000e-01 1.000142425679230174e+00
6.349999904632568359e-01 1.000174708990033245e+00
6.449999809265136719e-01 1.000215412688516547e+00
6.549999713897705078e-01 1.000090731538382682e+00
6.650000214576721191e-01 1.000120004466314771e+00
6.750000119209289551e-01 1.000104683733032296e+00
6.850000023841857910e-01 1.000078267608392801e+00
6.949999928474426270e-01 1.000001310630736162e+00
7.049999833106994629e-01 1.000058300717439508e+00
7.150000333786010742e-01 1.000247685001186770e+00
7.250000238418579102e-01 1.000380084943642167e+00
7.350000143051147461e-01 1.000073586483191557e+00
7.450000047683715820e-01 1.000163710815831886e+00
7.549999952316284180e-01 1.000129252408663794e+00
7.649999856948852539e-01 1.000170094139604782e+00
7.749999761581420898e-01 1.000040258934047133e+00
7.849999666213989258e-01 1.000064714742701755e+00
7.950000166893005371e-01 1.000238717393781895e+00
8.050000071525573730e-01 1.000131488039875061e+00
8.149999976158142090e-01 1.000096924153423883e+00
8.249999880790710449e-01 1.000015015934774931e+00
8.349999785423278809e-01 1.000161526008807700e+00
8.450000286102294922e-01 1.000206721920221753e+00
8.550000190734863281e-01 1.000237679169694305e+00
8.650000095367431641e-01 1.000175807184303878e+00
8.750000000000000000e-01 1.000066292987849659e+00
8.849999904632568359e-01 1.000180348230803817e+00
8.949999809265136719e-01 1.000174846338162116e+00
9.049999713897705078e-01 9.996939507165258920e-01
9.150000214576721191e-01 9.788985403880440250e-01
9.250000119209289551e-01 9.469114774815671209e-01
9.350000023841857910e-01 9.154232194792023547e-01
9.449999928474426270e-01 8.843500889743626248e-01
9.549999833106994629e-01 8.541425659129119330e-01
9.650000333786010742e-01 8.246137413537375505e-01
9.750000238418579102e-01 7.957112793954196350e-01
9.850000143051147461e-01 7.672416548520827329e-01
9.950000047683715820e-01 7.394695963832732533e-01
1.004999995231628418e+00 7.122334701349716246e-01
1.014999985694885254e+00 6.854801323085176756e-01
1.024999976158142090e+00 6.592049088704354798e-01
1.034999966621398926e+00 6.336051015068548953e-01
1.044999957084655762e+00 6.083561110166036956e-01
1.054999947547912598e+00 5.836591483727049390e-01
1.065000057220458984e+00 5.594155495677293199e-01
1.075000047683715820e+00 5.354875075194394096e-01
1.085000038146972656e+00 5.121716092770618456e-01
1.095000028610229492e+00 4.893175936728956787e-01
